gender,age,marital_status,highest_qualification,nationality,ethnicity,gross_income,region,smoke,amt_weekends,amt_weekdays,type
Female,47.0,Married,GCSE/O Level,English,White,"5,200 to 10,400",London,No,,,
Female,75.0,Widowed,Other/Sub Degree,English,White,"10,400 to 15,600",London,Yes,10.0,10.0,Packets
Female,36.0,Divorced,No Qualification,English,White,"2,600 to 5,200",London,Yes,30.0,20.0,Packets
Male,26.0,Single,Degree,British,Chinese,"2,600 to 5,200",London,No,,,
Male,71.0,Widowed,No Qualification,English,White,"2,600 to 5,200",London,Yes,25.0,25.0,Packets
Male,69.0,Married,No Qualification,British,White,"5,200 to 10,400",London,Yes,10.0,10.0,Hand-Rolled
Male,,Single,A Levels,Irish,White,"28,600 to 36,400",London,Yes,10.0,6.0,Hand-Rolled
Female,21.0,Single,GCSE/O Level,British,Black,Refused,London,No,,,
Male,26.0,Single,No Qualification,British,Chinese,"10,400 to 15,600",London,No,,,
Female,83.0,Widowed,No Qualification,English,White,Unknown,London,No,,,
Female,56.0,Divorced,No Qualification,Other,White,"5,200 to 10,400",London,No,,,
Male,34.0,Single,Degree,English,White,"Above 36,400",London,Yes,20.0,20.0,Packets
Female,66.0,Widowed,No Qualification,English,White,"5,200 to 10,400",London,No,,,
Female,32.0,Single,GCSE/O Level,English,White,"5,200 to 10,400",London,Yes,3.0,3.0,Hand-Rolled
Female,77.0,Single,No Qualification,English,White,"5,200 to 10,400",London,No,,,
Female,70.0,Married,No Qualification,English,White,"Under 2,600",London,No,,,
Male,24.0,Single,GCSE/O Level,English,White,"Under 2,600",London,Yes,10.0,10.0,Both/Mainly Packets
Female,81.0,Widowed,No Qualification,British,White,"5,200 to 10,400",London,No,,,
Male,37.0,Separated,Other/Sub Degree,Other,White,"2,600 to 5,200",London,No,,,
Male,90.0,Married,No Qualification,English,White,"2,600 to 5,200",London,No,,,
Female,29.0,Single,GCSE/O Level,Other,Black,"5,200 to 10,400",London,Yes,6.0,0.0,Hand-Rolled
Female,24.0,Single,A Levels,Other,White,"5,200 to 10,400",London,No,,,
Male,81.0,Widowed,No Qualification,English,White,"2,600 to 5,200",London,No,,,
Female,38.0,Separated,ONC/BTEC,Other,Black,"5,200 to 10,400",London,No,,,
Male,22.0,Single,GCSE/O Level,Irish,White,"20,800 to 28,600",London,Yes,0.0,7.0,Packets
Male,31.0,Married,GCSE/CSE,British,Asian,"5,200 to 10,400",London,No,,,
Female,,Widowed,No Qualification,Other,White,"2,600 to 5,200",London,No,,,
Female,61.0,Divorced,No Qualification,Other,White,"10,400 to 15,600",London,Yes,5.0,4.0,Packets
Male,54.0,Single,No Qualification,English,White,"2,600 to 5,200",London,No,,,
Female,72.0,Widowed,No Qualification,British,White,"5,200 to 10,400",London,No,,,
Male,66.0,Single,No Qualification,British,White,"5,200 to 10,400",London,Yes,30.0,30.0,Packets
Male,47.0,Single,ONC/BTEC,British,White,"20,800 to 28,600",London,No,,,
Female,76.0,Widowed,No Qualification,English,White,"5,200 to 10,400",London,No,,,
Male,41.0,Married,A Levels,English,White,"20,800 to 28,600",London,No,,,
Female,80.0,Widowed,No Qualification,English,White,"5,200 to 10,400",London,No,,,
Female,63.0,Married,No Qualification,English,White,"2,600 to 5,200",London,No,,,
Male,29.0,Married,No Qualification,English,White,"15,600 to 20,800",London,No,,,
Female,40.0,Single,GCSE/O Level,Other,White,"15,600 to 20,800",London,No,,,
Female,54.0,Married,No Qualification,English,White,"10,400 to 15,600",London,No,,,
Male,66.0,Married,Degree,British,Asian,"10,400 to 15,600",London,Yes,5.0,55.0,Packets
Male,69.0,Married,Other/Sub Degree,Other,Asian,"10,400 to 15,600",London,No,,,
Male,51.0,Married,No Qualification,British,White,"15,600 to 20,800",London,No,,,
Male,70.0,Widowed,No Qualification,English,White,"5,200 to 10,400",London,No,,,
Female,36.0,Married,GCSE/O Level,British,White,"2,600 to 5,200",London,Yes,10.0,1.0,Packets
Female,73.0,Married,No Qualification,English,White,,London,No,,,
Male,72.0,Married,Other/Sub Degree,British,White,"2,600 to 5,200",London,No,,,
Female,18.0,Single,GCSE/O Level,English,White,"Under 2,600",London,No,,,
Female,57.0,Married,Other/Sub Degree,British,White,"Under 2,600",London,No,,,
Male,21.0,Single,A Levels,British,White,Refused,London,No,,,
Male,64.0,Married,Degree,British,Asian,"5,200 to 10,400",London,No,,,
Female,39.0,Married,GCSE/CSE,English,White,"20,800 to 28,600",London,No,,,
Female,37.0,Divorced,GCSE/CSE,British,White,"5,200 to 10,400",London,No,,,
Female,36.0,Married,GCSE/CSE,British,White,"Under 2,600",London,Yes,5.0,1.0,Packets
Female,37.0,Married,Degree,English,White,"10,400 to 15,600",London,No,,,
Male,79.0,Married,No Qualification,English,White,"2,600 to 5,200",London,No,,,
Female,49.0,Married,GCSE/CSE,English,White,"5,200 to 10,400",London,No,,,
Female,30.0,Married,GCSE/O Level,English,White,"5,200 to 10,400",London,No,,,
Female,27.0,Single,Degree,Welsh,White,"20,800 to 28,600",London,No,,,
Male,16.0,Single,GCSE/O Level,English,White,"Under 2,600",London,No,,,
Male,40.0,Married,GCSE/O Level,English,White,"Above 36,400",London,No,,,
Female,45.0,Separated,GCSE/O Level,English,White,"15,600 to 20,800",London,No,,,
Female,78.0,Widowed,Other/Sub Degree,English,White,"5,200 to 10,400",London,No,,,
Female,59.0,Married,Other/Sub Degree,English,White,"5,200 to 10,400",London,No,,,
Female,93.0,Widowed,Other/Sub Degree,English,White,"5,200 to 10,400",London,Yes,0.0,3.0,Packets
Female,33.0,Married,A Levels,English,White,"10,400 to 15,600",London,No,,,
Female,57.0,Divorced,No Qualification,British,White,"15,600 to 20,800",London,No,,,
Female,53.0,Single,No Qualification,English,White,"2,600 to 5,200",London,Yes,4.0,4.0,Packets
Female,54.0,Divorced,Higher/Sub Degree,English,White,"2,600 to 5,200",London,No,,,
Female,33.0,Married,A Levels,Irish,White,"Above 36,400",London,No,,,
Female,,Single,Other/Sub Degree,Irish,White,"2,600 to 5,200",London,No,,,
Male,31.0,Single,Higher/Sub Degree,English,White,"10,400 to 15,600",London,No,,,
Female,54.0,Married,Degree,British,White,"28,600 to 36,400",London,No,,,
Female,41.0,Married,Higher/Sub Degree,British,White,"20,800 to 28,600",London,Yes,10.0,10.0,Packets
Female,23.0,Single,GCSE/O Level,English,White,"10,400 to 15,600",London,No,,,
Female,81.0,Widowed,GCSE/CSE,British,White,"Under 2,600",London,No,,,
Female,17.0,Single,A Levels,British,White,Refused,London,No,,,
Male,,Married,No Qualification,British,White,"Above 36,400",London,No,,,
Male,62.0,Married,No Qualification,English,White,"20,800 to 28,600",London,No,,,
Female,73.0,Married,Degree,Scottish,White,"10,400 to 15,600",London,Yes,16.0,16.0,Packets
Male,22.0,Single,ONC/BTEC,English,White,"20,800 to 28,600",London,Yes,15.0,15.0,Both/Mainly Packets
Female,18.0,Single,A Levels,English,White,"Under 2,600",London,No,,,
Female,86.0,Widowed,GCSE/O Level,Irish,White,"10,400 to 15,600",London,Yes,7.0,7.0,Packets
Female,54.0,Married,Degree,British,White,"20,800 to 28,600",London,Yes,20.0,20.0,Packets
Female,55.0,Married,Degree,British,White,"20,800 to 28,600",London,No,,,
Female,,Single,Degree,English,Mixed,"20,800 to 28,600",London,Yes,15.0,15.0,Packets
Female,30.0,Married,ONC/BTEC,British,Asian,"5,200 to 10,400",London,No,,,
Female,25.0,Single,Degree,Other,Black,"2,600 to 5,200",London,No,,,
Female,54.0,Divorced,Other/Sub Degree,British,Chinese,"Under 2,600",London,Yes,15.0,10.0,Packets
Male,36.0,Single,GCSE/O Level,English,White,"15,600 to 20,800",London,No,,,
Female,40.0,Married,Other/Sub Degree,Other,White,"Under 2,600",London,No,,,
Female,51.0,Divorced,GCSE/O Level,British,White,"2,600 to 5,200",London,Yes,10.0,2.0,Packets
Male,44.0,Married,Degree,British,White,"10,400 to 15,600",London,No,,,
Female,26.0,Single,Degree,Other,White,"Under 2,600",London,Yes,5.0,0.0,Packets
Male,73.0,Married,ONC/BTEC,English,White,"5,200 to 10,400",London,No,,,
Female,36.0,Married,GCSE/O Level,English,White,"15,600 to 20,800",London,No,,,
Male,69.0,Widowed,No Qualification,Irish,White,"5,200 to 10,400",London,No,,,
Female,41.0,Married,Degree,British,White,"10,400 to 15,600",London,No,,,
Male,40.0,Married,Degree,Other,White,"Above 36,400",London,No,,,
Male,82.0,Married,Other/Sub Degree,Other,White,"2,600 to 5,200",London,Yes,3.0,3.0,Packets
Male,27.0,Single,Degree,British,White,"15,600 to 20,800",London,No,,,
Female,35.0,Single,Degree,English,White,,London,No,,,
Male,35.0,Married,Degree,English,White,"Above 36,400",London,No,,,
Male,33.0,Married,Other/Sub Degree,Other,White,"28,600 to 36,400",London,No,,,
Female,41.0,Divorced,No Qualification,British,White,,London,Yes,20.0,20.0,Packets
Female,26.0,Separated,Other/Sub Degree,British,Black,"5,200 to 10,400",London,No,,,
Female,55.0,Married,No Qualification,English,White,Refused,London,No,,,
Male,18.0,Single,GCSE/O Level,Other,Black,"Under 2,600",London,No,,,
Female,68.0,Married,GCSE/O Level,British,Black,"5,200 to 10,400",London,No,,,
Female,,Single,GCSE/O Level,Other,Black,"10,400 to 15,600",London,No,,,
Male,58.0,Married,No Qualification,English,Mixed,"20,800 to 28,600",London,No,,,
Female,39.0,Married,GCSE/O Level,British,White,"5,200 to 10,400",London,No,,,
Female,54.0,Separated,No Qualification,English,White,"2,600 to 5,200",London,No,,,
Female,62.0,Married,No Qualification,British,White,"28,600 to 36,400",London,No,,,
Female,40.0,Married,A Levels,English,White,"10,400 to 15,600",London,Yes,2.0,0.0,Both/Mainly Packets
Female,59.0,Single,GCSE/O Level,English,White,"2,600 to 5,200",London,No,,,
Female,57.0,Divorced,GCSE/O Level,British,White,"20,800 to 28,600",London,No,,,
Female,42.0,Single,GCSE/O Level,Other,Black,"5,200 to 10,400",London,Yes,25.0,10.0,Packets
Female,48.0,Separated,GCSE/O Level,Scottish,White,"20,800 to 28,600",London,Yes,25.0,25.0,Packets
Female,45.0,Divorced,GCSE/O Level,British,Black,"20,800 to 28,600",London,Yes,15.0,10.0,Packets
Female,24.0,Single,GCSE/CSE,British,White,"2,600 to 5,200",London,No,,,
Female,66.0,Widowed,GCSE/CSE,British,Black,"10,400 to 15,600",London,No,,,
Male,63.0,Single,Higher/Sub Degree,English,White,"10,400 to 15,600",London,Yes,20.0,20.0,Packets
Male,28.0,Single,GCSE/O Level,Refused,Refused,Refused,London,No,,,
Male,,Divorced,No Qualification,English,White,"20,800 to 28,600",London,No,,,
Male,50.0,Married,Higher/Sub Degree,Other,Black,"20,800 to 28,600",London,No,,,
Female,41.0,Separated,GCSE/CSE,English,White,"10,400 to 15,600",London,No,,,
Female,76.0,Single,No Qualification,British,White,"5,200 to 10,400",London,No,,,
Male,24.0,Single,ONC/BTEC,British,White,"15,600 to 20,800",London,Yes,15.0,20.0,Packets
Female,25.0,Single,Other/Sub Degree,British,Chinese,"20,800 to 28,600",London,Yes,5.0,2.0,Packets
Female,33.0,Widowed,Degree,Other,Chinese,"5,200 to 10,400",London,No,,,
Male,31.0,Single,ONC/BTEC,Other,Black,"28,600 to 36,400",London,No,,,
Female,,Single,Degree,British,Black,"5,200 to 10,400",London,Yes,10.0,8.0,Packets
Female,37.0,Single,No Qualification,Other,White,"5,200 to 10,400",London,No,,,
Male,,Divorced,No Qualification,British,Black,"5,200 to 10,400",London,No,,,
Female,36.0,Single,No Qualification,Other,Black,"20,800 to 28,600",London,No,,,
Female,64.0,Married,No Qualification,British,White,"10,400 to 15,600",London,Yes,15.0,7.0,Hand-Rolled
Male,51.0,Married,Other/Sub Degree,British,Asian,"5,200 to 10,400",London,No,,,
Female,19.0,Single,A Levels,British,Mixed,"10,400 to 15,600",London,No,,,
Female,18.0,Single,A Levels,British,Black,,London,No,,,
Male,31.0,Married,Degree,English,White,"Above 36,400",London,Yes,10.0,5.0,Both/Mainly Packets
Female,24.0,Single,ONC/BTEC,English,White,"5,200 to 10,400",London,No,,,
Male,18.0,Single,No Qualification,Other,Chinese,"Under 2,600",London,Yes,20.0,10.0,Packets
Male,22.0,Single,Degree,Other,Asian,"2,600 to 5,200",London,No,,,
Female,26.0,Single,Other/Sub Degree,Other,Black,,London,No,,,
Female,33.0,Single,Degree,British,Black,"2,600 to 5,200",London,No,,,
Male,17.0,Single,GCSE/CSE,British,Asian,"Under 2,600",London,Yes,20.0,10.0,Packets
Male,37.0,Single,ONC/BTEC,British,Black,"10,400 to 15,600",London,Yes,20.0,10.0,Packets
Male,60.0,Married,No Qualification,British,Chinese,"2,600 to 5,200",London,No,,,
Male,80.0,Married,No Qualification,British,White,"2,600 to 5,200",South East,No,,,
Male,68.0,Married,ONC/BTEC,British,White,"10,400 to 15,600",South East,Yes,7.0,7.0,Packets
Female,65.0,Married,GCSE/O Level,English,White,"5,200 to 10,400",South East,No,,,
Male,42.0,Married,No Qualification,British,Chinese,"10,400 to 15,600",South East,No,,,
Female,48.0,Married,GCSE/O Level,British,White,"15,600 to 20,800",South East,No,,,
Male,46.0,Married,A Levels,Scottish,White,"Above 36,400",South East,No,,,
Male,44.0,Married,ONC/BTEC,English,White,"28,600 to 36,400",South East,No,,,
Female,29.0,Married,A Levels,English,White,"10,400 to 15,600",South East,Yes,10.0,5.0,Packets
Male,38.0,Married,Higher/Sub Degree,English,White,"15,600 to 20,800",South East,No,,,
Female,52.0,Married,No Qualification,Irish,White,Refused,South East,No,,,
Male,48.0,Divorced,Degree,English,White,"Above 36,400",South East,No,,,
Male,65.0,Married,GCSE/CSE,British,White,"10,400 to 15,600",South East,No,,,
Male,27.0,Single,Degree,English,White,"10,400 to 15,600",South East,No,,,
Female,37.0,Married,GCSE/O Level,English,White,"2,600 to 5,200",South East,No,,,
Female,42.0,Married,GCSE/O Level,British,White,"Under 2,600",South East,No,,,
Male,53.0,Single,No Qualification,British,White,"5,200 to 10,400",South East,No,,,
Female,66.0,Widowed,No Qualification,English,White,Refused,South East,Yes,20.0,20.0,Packets
Female,20.0,Single,ONC/BTEC,English,White,"15,600 to 20,800",South East,No,,,
Female,62.0,Married,No Qualification,Refused,Refused,Refused,South East,No,,,
Male,18.0,Single,Other/Sub Degree,English,White,"2,600 to 5,200",South East,No,,,
Male,69.0,Married,No Qualification,English,White,"5,200 to 10,400",South East,No,,,
Male,63.0,Divorced,ONC/BTEC,English,White,"Above 36,400",South East,Yes,2.0,1.0,Packets
Male,41.0,Married,Degree,British,Chinese,"28,600 to 36,400",South East,No,,,
Male,74.0,Married,Higher/Sub Degree,English,White,"Above 36,400",South East,No,,,
Female,20.0,Single,Other/Sub Degree,Other,White,"2,600 to 5,200",South East,No,,,
Female,18.0,Single,GCSE/O Level,British,White,"2,600 to 5,200",South East,No,,,
Male,28.0,Single,GCSE/O Level,English,Black,"5,200 to 10,400",South East,Yes,10.0,10.0,Hand-Rolled
Male,49.0,Married,Degree,British,Chinese,"Above 36,400",South East,No,,,
Male,64.0,Married,Higher/Sub Degree,British,White,"5,200 to 10,400",South East,No,,,
Female,69.0,Widowed,GCSE/O Level,English,White,"5,200 to 10,400",South East,No,,,
Female,33.0,Separated,No Qualification,British,White,"5,200 to 10,400",South East,No,,,
Female,22.0,Single,GCSE/CSE,English,White,,South East,Yes,15.0,7.0,Packets
Female,63.0,Married,No Qualification,English,White,"10,400 to 15,600",South East,No,,,
Female,93.0,Widowed,No Qualification,Welsh,White,"2,600 to 5,200",South East,No,,,
Female,65.0,Married,No Qualification,English,White,"Under 2,600",South East,No,,,
Female,33.0,Married,GCSE/O Level,British,White,"10,400 to 15,600",South East,Yes,20.0,10.0,Packets
Female,38.0,Married,No Qualification,British,White,"2,600 to 5,200",South East,No,,,
Female,29.0,Single,GCSE/O Level,English,White,"Under 2,600",South East,Yes,10.0,10.0,Packets
Male,59.0,Married,A Levels,British,White,"Above 36,400",South East,No,,,
Male,37.0,Single,Degree,English,Mixed,"Above 36,400",South East,No,,,
Male,51.0,Single,No Qualification,British,White,"20,800 to 28,600",South East,Yes,20.0,20.0,Packets
Female,33.0,Married,GCSE/O Level,English,White,Refused,South East,No,,,
Female,80.0,Single,Higher/Sub Degree,English,White,"2,600 to 5,200",South East,No,,,
Male,49.0,Married,A Levels,English,White,"15,600 to 20,800",South East,No,,,
Female,38.0,Married,Degree,English,White,"20,800 to 28,600",South East,No,,,
Male,45.0,Single,GCSE/O Level,English,White,"Above 36,400",South East,Yes,10.0,20.0,Packets
Female,58.0,Married,Higher/Sub Degree,Scottish,White,"20,800 to 28,600",South East,No,,,
Female,63.0,Married,Degree,English,White,"2,600 to 5,200",South East,No,,,
Female,69.0,Married,Other/Sub Degree,English,White,"2,600 to 5,200",South East,No,,,
Male,86.0,Widowed,Other/Sub Degree,British,White,,South East,No,,,
Female,66.0,Widowed,Higher/Sub Degree,English,White,"20,800 to 28,600",South East,No,,,
Male,61.0,Married,No Qualification,British,Unknown,"5,200 to 10,400",South East,No,,,
Female,,Separated,Higher/Sub Degree,English,White,"15,600 to 20,800",South East,No,,,
Female,89.0,Widowed,No Qualification,British,White,,South East,No,,,
Female,72.0,Widowed,Degree,British,White,"20,800 to 28,600",South East,No,,,
Male,64.0,Married,Other/Sub Degree,British,White,"Above 36,400",South East,No,,,
Female,58.0,Married,A Levels,English,White,"28,600 to 36,400",South East,No,,,
Female,,Widowed,No Qualification,English,White,,South East,No,,,
Female,61.0,Married,Higher/Sub Degree,English,White,"5,200 to 10,400",South East,No,,,
Female,34.0,Married,Higher/Sub Degree,Irish,White,"5,200 to 10,400",South East,No,,,
Female,36.0,Married,GCSE/O Level,British,White,"Under 2,600",South East,Yes,5.0,3.0,Packets
Female,34.0,Divorced,GCSE/O Level,British,White,"10,400 to 15,600",South East,Yes,20.0,10.0,Packets
Female,40.0,Single,A Levels,English,White,"Above 36,400",South East,No,,,
Male,53.0,Single,No Qualification,English,White,,South East,No,,,
Female,31.0,Single,Degree,English,White,"20,800 to 28,600",South East,No,,,
Female,86.0,Separated,No Qualification,English,White,"2,600 to 5,200",South East,No,,,
Female,46.0,Married,No Qualification,English,White,"5,200 to 10,400",South East,Yes,20.0,20.0,Packets
Male,34.0,Single,GCSE/O Level,Scottish,White,"15,600 to 20,800",South East,No,,,
Female,44.0,Single,Degree,English,White,"28,600 to 36,400",South East,No,,,
Female,69.0,Widowed,A Levels,English,White,"5,200 to 10,400",South East,No,,,
Female,56.0,Widowed,No Qualification,British,White,"15,600 to 20,800",South East,No,,,
Male,79.0,Single,No Qualification,English,White,"2,600 to 5,200",South East,No,,,
Female,41.0,Separated,GCSE/CSE,English,White,"5,200 to 10,400",South East,Yes,30.0,15.0,Packets
Male,34.0,Divorced,ONC/BTEC,English,White,"Above 36,400",South East,Yes,30.0,15.0,Packets
Male,47.0,Single,GCSE/CSE,English,White,"2,600 to 5,200",South East,Yes,40.0,40.0,Packets
Male,46.0,Married,No Qualification,British,White,"15,600 to 20,800",South East,No,,,
Female,30.0,Single,No Qualification,English,White,"10,400 to 15,600",South East,No,,,
Female,19.0,Single,A Levels,English,White,,South East,No,,,
Male,45.0,Married,Degree,Welsh,White,"28,600 to 36,400",South East,No,,,
Female,24.0,Single,Higher/Sub Degree,Other,White,"10,400 to 15,600",South East,No,,,
Male,42.0,Married,GCSE/O Level,English,White,"20,800 to 28,600",South East,No,,,
Male,32.0,Married,Other/Sub Degree,English,White,"15,600 to 20,800",South East,No,,,
Male,32.0,Single,GCSE/CSE,English,White,"10,400 to 15,600",South East,Yes,20.0,20.0,Packets
Female,28.0,Single,A Levels,British,White,"Under 2,600",South East,Yes,5.0,5.0,Packets
Female,78.0,Widowed,No Qualification,British,White,"10,400 to 15,600",South East,No,,,
Male,42.0,Divorced,GCSE/O Level,English,White,"15,600 to 20,800",South East,Yes,20.0,20.0,Hand-Rolled
Female,27.0,Married,Degree,English,White,"28,600 to 36,400",South East,No,,,
Female,57.0,Married,Other/Sub Degree,English,White,Refused,South East,No,,,
Female,24.0,Single,Degree,Refused,Refused,Refused,South East,No,,,
Female,71.0,Married,GCSE/O Level,English,White,"2,600 to 5,200",South East,No,,,
Male,51.0,Married,GCSE/O Level,English,White,"20,800 to 28,600",South East,No,,,
Male,66.0,Widowed,No Qualification,English,White,"10,400 to 15,600",South East,No,,,
Female,73.0,Separated,No Qualification,British,White,"2,600 to 5,200",South East,No,,,
Male,18.0,Single,No Qualification,Refused,Refused,Refused,South East,Yes,10.0,10.0,Packets
Male,50.0,Divorced,A Levels,English,White,"20,800 to 28,600",South East,Yes,10.0,5.0,Packets
Female,79.0,Widowed,No Qualification,English,White,"5,200 to 10,400",South East,Yes,5.0,5.0,Packets
Female,22.0,Single,GCSE/O Level,English,White,"Under 2,600",South East,Yes,10.0,5.0,Packets
Male,45.0,Divorced,No Qualification,English,White,"10,400 to 15,600",South East,No,,,
Female,53.0,Married,No Qualification,English,White,Refused,South East,No,,,
Male,77.0,Married,No Qualification,English,White,"2,600 to 5,200",South East,Yes,15.0,15.0,Packets
Female,64.0,Widowed,No Qualification,English,White,"5,200 to 10,400",South East,No,,,
Male,39.0,Married,A Levels,British,White,"Under 2,600",South East,No,,,
Male,54.0,Widowed,No Qualification,English,White,"5,200 to 10,400",South East,Yes,10.0,20.0,Both/Mainly Packets
Male,17.0,Single,GCSE/CSE,English,White,Refused,South East,No,,,
Male,78.0,Married,No Qualification,English,White,"5,200 to 10,400",South East,No,,,
Male,50.0,Single,Degree,British,White,"20,800 to 28,600",South East,Yes,12.0,6.0,Packets
Male,41.0,Married,Higher/Sub Degree,English,White,"Above 36,400",South East,No,,,
Female,48.0,Divorced,No Qualification,Irish,Mixed,"2,600 to 5,200",South East,Yes,40.0,20.0,Packets
Male,25.0,Married,GCSE/O Level,English,White,"15,600 to 20,800",South East,No,,,
Male,18.0,Married,ONC/BTEC,British,White,"2,600 to 5,200",South East,No,,,
Female,58.0,Married,GCSE/O Level,English,White,"10,400 to 15,600",South East,No,,,
Female,79.0,Widowed,Higher/Sub Degree,English,White,"20,800 to 28,600",South East,No,,,
Male,62.0,Married,No Qualification,English,White,"2,600 to 5,200",South East,Yes,10.0,10.0,Hand-Rolled
Female,36.0,Married,GCSE/CSE,British,White,"Under 2,600",South East,No,,,
Female,38.0,Divorced,No Qualification,English,White,"5,200 to 10,400",South East,No,,,
Male,19.0,Single,Other/Sub Degree,British,White,"10,400 to 15,600",South East,No,,,
Female,45.0,Separated,No Qualification,English,White,"5,200 to 10,400",South East,No,,,
Male,,Married,Degree,English,White,"Above 36,400",South East,No,,,
Female,69.0,Widowed,GCSE/O Level,Scottish,White,"15,600 to 20,800",South East,No,,,
Female,65.0,Widowed,Higher/Sub Degree,British,White,"10,400 to 15,600",South East,No,,,
Male,31.0,Married,GCSE/CSE,English,White,"20,800 to 28,600",South East,No,,,
Female,31.0,Married,Degree,British,White,"2,600 to 5,200",South East,No,,,
Female,46.0,Single,No Qualification,English,White,"2,600 to 5,200",South East,Yes,20.0,20.0,Packets
Male,37.0,Single,ONC/BTEC,Other,White,"20,800 to 28,600",South East,No,,,
Female,72.0,Married,No Qualification,English,White,Unknown,South East,No,,,
Male,59.0,Married,GCSE/O Level,English,White,"20,800 to 28,600",South East,No,,,
Female,82.0,Widowed,GCSE/O Level,English,White,Refused,South East,No,,,
Male,81.0,Widowed,Degree,English,White,"28,600 to 36,400",South East,No,,,
Female,65.0,Widowed,GCSE/O Level,English,White,"2,600 to 5,200",South East,No,,,
Female,48.0,Divorced,No Qualification,English,White,"15,600 to 20,800",South East,Yes,5.0,5.0,Hand-Rolled
Male,49.0,Divorced,ONC/BTEC,British,White,"Above 36,400",South East,Yes,15.0,10.0,Packets
Male,35.0,Single,GCSE/O Level,British,White,"2,600 to 5,200",South East,Yes,60.0,40.0,Packets
Female,73.0,Married,No Qualification,English,White,"5,200 to 10,400",South East,No,,,
Female,80.0,Divorced,No Qualification,British,White,"5,200 to 10,400",South East,No,,,
Male,55.0,Married,ONC/BTEC,English,White,"28,600 to 36,400",South East,No,,,
Male,78.0,Widowed,No Qualification,English,White,Refused,South East,No,,,
Female,45.0,Single,GCSE/O Level,English,White,Refused,South East,Yes,20.0,20.0,Packets
Male,39.0,Married,A Levels,English,White,"20,800 to 28,600",South East,Yes,20.0,10.0,Packets
Male,75.0,Married,No Qualification,English,White,"5,200 to 10,400",South East,No,,,
Male,65.0,Married,Other/Sub Degree,English,Chinese,,South East,No,,,
Male,79.0,Divorced,No Qualification,Refused,Refused,"2,600 to 5,200",South East,No,,,
Male,,Married,GCSE/O Level,English,Chinese,"20,800 to 28,600",South East,No,,,
Female,69.0,Married,No Qualification,British,White,"5,200 to 10,400",South East,No,,,
Female,57.0,Single,No Qualification,British,White,"15,600 to 20,800",South East,No,,,
Female,,Single,Degree,English,White,,South East,No,,,
Male,54.0,Married,No Qualification,English,White,"20,800 to 28,600",South East,Yes,30.0,30.0,Packets
Male,29.0,Married,Degree,British,White,"20,800 to 28,600",South East,No,,,
Male,42.0,Divorced,No Qualification,British,White,"10,400 to 15,600",South East,No,,,
Male,28.0,Single,Degree,British,White,"15,600 to 20,800",South East,Yes,5.0,5.0,Hand-Rolled
Female,65.0,Widowed,No Qualification,British,White,"15,600 to 20,800",South East,No,,,
Male,37.0,Married,Degree,English,White,"Above 36,400",South East,Yes,0.0,4.0,Packets
Female,35.0,Single,Degree,English,White,"5,200 to 10,400",South East,No,,,
Female,33.0,Single,Degree,English,Mixed,,South East,Yes,10.0,6.0,Both/Mainly Packets
Male,52.0,Married,Degree,Other,White,"5,200 to 10,400",South East,Yes,40.0,40.0,Packets
Male,57.0,Single,Higher/Sub Degree,British,White,"20,800 to 28,600",South East,No,,,
Female,31.0,Single,Degree,English,White,"15,600 to 20,800",South East,No,,,
Male,73.0,Married,No Qualification,British,White,"5,200 to 10,400",South East,No,,,
Male,43.0,Married,Degree,British,White,"Above 36,400",South East,No,,,
Male,38.0,Single,Degree,English,Black,"28,600 to 36,400",South East,No,,,
Female,43.0,Married,No Qualification,British,White,"Above 36,400",South East,Yes,12.0,12.0,Packets
Female,,Married,Higher/Sub Degree,English,White,,South East,No,,,
Male,59.0,Married,Degree,British,White,"Above 36,400",South East,No,,,
Female,33.0,Married,Degree,British,White,"20,800 to 28,600",South East,No,,,
Female,41.0,Married,GCSE/O Level,British,White,,South East,Yes,20.0,20.0,Packets
Female,46.0,Married,GCSE/CSE,British,White,"5,200 to 10,400",South East,Yes,20.0,20.0,Packets
Male,57.0,Married,Degree,British,White,"Above 36,400",South East,Yes,35.0,35.0,Packets
Male,40.0,Single,A Levels,English,White,"15,600 to 20,800",South East,No,,,
Male,57.0,Married,GCSE/O Level,English,White,"5,200 to 10,400",South East,No,,,
Female,39.0,Married,GCSE/O Level,British,White,"10,400 to 15,600",South East,Yes,10.0,7.0,Packets
Male,67.0,Married,Other/Sub Degree,British,White,"5,200 to 10,400",South East,Yes,5.0,5.0,Hand-Rolled
Female,46.0,Single,No Qualification,English,White,"2,600 to 5,200",South East,No,,,
Male,39.0,Married,Higher/Sub Degree,British,White,"28,600 to 36,400",South East,No,,,
Female,55.0,Married,GCSE/O Level,British,White,Refused,South East,No,,,
Male,50.0,Married,Other/Sub Degree,English,White,"15,600 to 20,800",South East,Yes,15.0,10.0,Hand-Rolled
Female,70.0,Widowed,ONC/BTEC,English,White,"5,200 to 10,400",South East,No,,,
Female,44.0,Married,Higher/Sub Degree,Other,White,"Under 2,600",South East,No,,,
Female,33.0,Married,ONC/BTEC,English,White,"Under 2,600",South East,No,,,
Male,69.0,Divorced,Other/Sub Degree,English,White,"5,200 to 10,400",South East,No,,,
Female,70.0,Married,No Qualification,English,White,"Under 2,600",South East,Yes,10.0,10.0,Packets
